method,function_value,error,arguments,time_duration
physical annealing algorithm,2.3920872841795475,2.3920872841795475,"[0.11535321973431145, -1.5276037854246365, 0.2126207742267816]",0.002000570297241211
physical annealing algorithm,10.818598675645585,10.818598675645585,"[0.782518003657886, -3.1812307300624703, 0.2933177316547102]",0.002000570297241211
physical annealing algorithm,3.6252894597575374,3.6252894597575374,"[1.5891213260954178, 0.7981913224501902, -0.680348060533353]",0.0025167465209960938
physical annealing algorithm,1.0684641456341168,1.0684641456341168,"[-0.03669652295095105, -0.7336933774701144, 0.7271942922589005]",0.0025146007537841797
physical annealing algorithm,16.966081640269728,16.966081640269728,"[1.5921266217852637, -2.4539141108127405, -2.899917239720211]",0.001999378204345703
physical annealing algorithm,14.518961670026654,14.518961670026654,"[-2.8399499150196217, 0.3579751667108795, 2.5150546575024997]",0.002000093460083008
physical annealing algorithm,3.6288432525715315,3.6288432525715315,"[1.0944525723388487, 1.281926031442067, -0.8875147713607934]",0.0010099411010742188
physical annealing algorithm,1.5271612992432826,1.5271612992432826,"[-0.48668264484984114, 1.010373305239348, 0.5190829283505298]",0.00200653076171875
physical annealing algorithm,7.500366085779314,7.500366085779314,"[1.8900972375471419, 0.7654742192910096, -1.8280994879920502]",0.0009987354278564453
physical annealing algorithm,24.555224775306524,24.555224775306524,"[-2.5645625289187475, -3.0904337920866976, -2.90300926407427]",0.0010006427764892578
physical annealing algorithm,4.1176959285385415,4.1176959285385415,"[-0.44274038018069284, 1.5047028223505663, -1.2874573005370848]",0.0010066032409667969
physical annealing algorithm,24.41946532426729,24.41946532426729,"[-1.039982540979345, 4.5954045110599715, -1.4900198047190845]",0.0015058517456054688
physical annealing algorithm,2.7631325697525653,2.7631325697525653,"[1.414617079627325, 0.5608403499323327, -0.6689164295089505]",0.0009989738464355469
physical annealing algorithm,6.165774591776397,6.165774591776397,"[-0.23317216973847543, 0.700124395057335, 2.370913571280372]",0.002000093460083008
physical annealing algorithm,2.561961044136897,2.561961044136897,"[-0.1718139660343141, 1.4702012617537452, 0.6090560361330901]",0.0016312599182128906
physical annealing algorithm,3.813991970934953,3.813991970934953,"[-1.3739309143578833, -1.080216552997868, 0.8714574069546188]",0.002001523971557617
physical annealing algorithm,15.615466561489425,15.615466561489425,"[-3.053965417470616, -1.2907206822679136, -2.1500702106556435]",0.0022225379943847656
physical annealing algorithm,8.367538938557786,8.367538938557786,"[-2.037364725884845, -0.2582823224759139, 2.037148535128061]",0.0019996166229248047
physical annealing algorithm,2.9334548175962265,2.9334548175962265,"[1.6448119977488513, 0.04939130576896744, 0.4749829560858956]",0.0009996891021728516
physical annealing algorithm,10.021515708121482,10.021515708121482,"[-0.7131402750503035, -1.7046672120870028, -2.570419489549942]",0.00200653076171875
physical annealing algorithm,5.7154114535206695,5.7154114535206695,"[-1.1117289428297301, -1.1439951735432778, 1.7806586573807586]",0.002513885498046875
physical annealing algorithm,12.268210233254381,12.268210233254381,"[1.8340116292025357, -2.69935010289422, 1.2720536935244535]",0.0019991397857666016
physical annealing algorithm,11.771014083358454,11.771014083358454,"[-0.30921608848839455, -3.0280671134478565, -1.5831010866125883]",0.0010025501251220703
physical annealing algorithm,17.060622008957658,17.060622008957658,"[-0.6687482257918749, 2.515608168250969, 3.2070412163374016]",0.002512693405151367
physical annealing algorithm,14.837135134360993,14.837135134360993,"[-3.2599949860186506, 1.3456953027134944, -1.548764661835067]",0.001505136489868164
physical annealing algorithm,3.9055652821433178,3.9055652821433178,"[1.9044326041621122, -0.43541446511585136, -0.29852300064737136]",0.002007007598876953
physical annealing algorithm,11.318447697771532,11.318447697771532,"[-1.2510776256420968, 2.7369588511992866, -1.5040973104261397]",0.0009996891021728516
physical annealing algorithm,1.2074032478889898,1.2074032478889898,"[0.21211646818682262, 1.070925994016159, -0.12460885664125243]",0.0015053749084472656
physical annealing algorithm,2.9655150125925194,2.9655150125925194,"[0.571203845211878, -1.6068267302759391, -0.23947659317440362]",0.0010006427764892578
physical annealing algorithm,2.5275848005028765,2.5275848005028765,"[-0.1858539614708672, -0.42586212232672516, 1.5204224933471089]",0.0020923614501953125
physical annealing algorithm,3.2500662426340656,3.2500662426340656,"[1.0148864908176076, 0.06318018541764836, -1.4886503678031922]",0.001995563507080078
physical annealing algorithm,11.082135629387803,11.082135629387803,"[1.8640618216512461, -2.7459577938648057, 0.2590848292802388]",0.0009989738464355469
greedy randomized adaptive search,0.17158979919345096,0.17158979919345096,"[-0.0919709542929148, 0.28096597017420777, -0.2901538667051806]",0.03452253341674805
greedy randomized adaptive search,0.2576727746045363,0.2576727746045363,"[-0.16990339308877012, -0.39401622553215887, -0.271213616248982]",0.0336911678314209
greedy randomized adaptive search,0.4634432970678984,0.4634432970678984,"[-0.5830699590166581, -0.1315199926916648, 0.3258453797165082]",0.036556243896484375
greedy randomized adaptive search,0.2702653222888545,0.2702653222888545,"[0.25374363190625715, 0.4368658617349013, -0.12258756220146694]",0.03568673133850098
greedy randomized adaptive search,0.5579354294241003,0.5579354294241003,"[-0.6764000979536071, -0.09626063970869403, 0.3019142695457173]",0.03985428810119629
greedy randomized adaptive search,0.15499456561275976,0.15499456561275976,"[0.3590386631876097, -0.05663132211756583, -0.15125705704009462]",0.035605669021606445
greedy randomized adaptive search,0.12353945006012093,0.12353945006012093,"[0.20873914415945194, 0.20464606298460097, 0.19515995660125363]",0.03609871864318848
greedy randomized adaptive search,0.36677922940398244,0.36677922940398244,"[-0.27194683671791253, 0.5290936592173612, -0.11350791681238093]",0.03622007369995117
greedy randomized adaptive search,0.21010208285411214,0.21010208285411214,"[0.04419491337792003, 0.43934555602086256, 0.12298119730409773]",0.04293990135192871
greedy randomized adaptive search,0.10926594422319998,0.10926594422319998,"[0.24903817360908675, -0.17815506864102915, -0.12452591628315979]",0.03661370277404785
greedy randomized adaptive search,0.16940387910392504,0.16940387910392504,"[-0.0915805679025965, -0.3972513694610953, -0.05664122304335706]",0.03519177436828613
greedy randomized adaptive search,1.1268483930721112,1.1268483930721112,"[0.014567099197117628, 0.2732090003940275, 1.0256671169520786]",0.03451395034790039
greedy randomized adaptive search,0.4181836305296812,0.4181836305296812,"[0.3118487368250715, -0.5013916440392272, -0.26370516710510117]",0.0333552360534668
greedy randomized adaptive search,0.050941046359334816,0.050941046359334816,"[0.02708611567964425, -0.1956638886342148, -0.10919263428116999]",0.03496050834655762
greedy randomized adaptive search,0.3203823067504173,0.3203823067504173,"[-0.0018425066915774835, 0.5143443100261216, 0.23628127869821114]",0.03570413589477539
greedy randomized adaptive search,0.2891992294512943,0.2891992294512943,"[0.38180251043614, -0.061199210618372746, 0.37373885146669394]",0.03613853454589844
greedy randomized adaptive search,0.30539485934453225,0.30539485934453225,"[0.26842635097287904, 0.4824918310473887, -0.02331922855617563]",0.03815627098083496
greedy randomized adaptive search,0.21124679739449442,0.21124679739449442,"[0.1099641356062726, 0.3458166815989472, 0.2820735879212233]",0.03713417053222656
greedy randomized adaptive search,0.1818904750321893,0.1818904750321893,"[-0.10140293061162708, 0.20171343474900283, 0.3618281511122685]",0.03818488121032715
greedy randomized adaptive search,0.4931626823102917,0.4931626823102917,"[0.6080056516365229, -0.15738718662074191, 0.31419911421890845]",0.03664684295654297
greedy randomized adaptive search,0.32016501857228014,0.32016501857228014,"[-0.30843088452382084, 0.4609026380560888, 0.1122682781424551]",0.040730953216552734
greedy randomized adaptive search,0.6651314826724244,0.6651314826724244,"[-0.5028267485376361, -0.5976085048291537, 0.23486340409556483]",0.037125587463378906
greedy randomized adaptive search,0.925982726753326,0.925982726753326,"[0.35067846764171584, 0.4810628512419477, -0.7560329835666906]",0.035614013671875
greedy randomized adaptive search,0.4392168795451222,0.4392168795451222,"[-0.622843800227928, -0.0028457952420062327, 0.22643847180237664]",0.03424477577209473
greedy randomized adaptive search,0.22735861774643923,0.22735861774643923,"[0.22449171179803784, 0.4201456036273026, 0.020970475270615907]",0.04386425018310547
greedy randomized adaptive search,0.2181547057246711,0.2181547057246711,"[-0.12643093936648242, 0.36102904247912093, 0.2680073763577955]",0.03831028938293457
greedy randomized adaptive search,0.08089153665128056,0.08089153665128056,"[0.28186781128874294, 0.027169021982416552, -0.026531450301352066]",0.035172462463378906
greedy randomized adaptive search,0.28625461119163903,0.28625461119163903,"[0.5140853515089976, 0.07923047449360965, 0.12527327914214936]",0.037024736404418945
greedy randomized adaptive search,0.2925585794850536,0.2925585794850536,"[-0.016873266781070484, 0.3299058027288293, 0.42829433066413003]",0.034218549728393555
greedy randomized adaptive search,0.16757948890585683,0.16757948890585683,"[-0.26673162073469214, 0.23329275570463004, -0.20495907284587567]",0.03612232208251953
greedy randomized adaptive search,0.6075764994950562,0.6075764994950562,"[-0.38579571719179917, 0.08369138330460046, -0.6721115357231149]",0.03587532043457031
greedy randomized adaptive search,0.5781232452346802,0.5781232452346802,"[-0.21908262167833925, 0.6899675057702268, -0.23253148409288116]",0.035120248794555664
greedy randomized adaptive search,0.38549967303165555,0.38549967303165555,"[0.47257578328878047, 0.3624628398568035, -0.17547789548428128]",0.034821271896362305
greedy randomized adaptive search,0.31072542540135795,0.31072542540135795,"[0.48839077996455593, 0.2525419827824713, -0.09177373469173311]",0.03424859046936035
greedy randomized adaptive search,0.4465792827065145,0.4465792827065145,"[-0.5255396177548235, 0.07264113616231782, -0.4063381082469082]",0.03357410430908203
greedy randomized adaptive search,0.23026035603649045,0.23026035603649045,"[-0.21970682877071468, -0.4265920798938261, -0.002909089181484248]",0.03482651710510254
greedy randomized adaptive search,0.28838072230559375,0.28838072230559375,"[-0.3527986536091525, 0.3731814270634466, 0.15700144843934538]",0.03626441955566406
greedy randomized adaptive search,0.20010335462435863,0.20010335462435863,"[0.22816326930123054, 0.2389374822057615, -0.30158540542158896]",0.03661203384399414
greedy randomized adaptive search,0.23919305432482624,0.23919305432482624,"[0.3203869343481447, -0.35168993946004257, -0.11339952868691938]",0.034864187240600586
greedy randomized adaptive search,0.6318429338472764,0.6318429338472764,"[-0.35308626655385744, -0.3401704563006973, -0.6256653121905593]",0.03583574295043945
greedy randomized adaptive search,0.8123383591829155,0.8123383591829155,"[0.07186381681957776, -0.8604746472257556, -0.25837440371822673]",0.04155445098876953
greedy randomized adaptive search,0.14932151685627607,0.14932151685627607,"[0.15273813818627602, -0.24033339964980627, -0.26121338980311215]",0.03442788124084473
greedy randomized adaptive search,0.1278661600603474,0.1278661600603474,"[-0.07490384880920686, 0.30848565152869334, -0.16459701180408004]",0.033102989196777344
greedy randomized adaptive search,0.2901226764923346,0.2901226764923346,"[-0.3615020218545375, 0.12454243334084225, 0.3793786327469668]",0.03765416145324707
greedy randomized adaptive search,0.3493671967266826,0.3493671967266826,"[0.2642109525119203, -0.06789611590459543, 0.5243566407937408]",0.03519463539123535
greedy randomized adaptive search,0.10402359119458437,0.10402359119458437,"[0.009581763299269852, 0.22517497391832997, 0.2307119678897056]",0.03507876396179199
greedy randomized adaptive search,0.13709891128490367,0.13709891128490367,"[0.2767023150951413, -0.10080279996500785, 0.22444049461963722]",0.03465890884399414
greedy randomized adaptive search,0.32645582597156464,0.32645582597156464,"[0.14184974609147005, -0.23887970281870885, -0.49927043081540035]",0.03606891632080078
greedy randomized adaptive search,0.9884407123048697,0.9884407123048697,"[-0.7536549446568834, -0.24925076578650618, -0.5985975212560941]",0.03765535354614258
greedy randomized adaptive search,0.22936072912972852,0.22936072912972852,"[-0.2663618972396158, -0.3839034727020092, -0.10502472316544598]",0.03330183029174805
greedy randomized adaptive search,0.2708682413508086,0.2708682413508086,"[0.38455430244722777, -0.33199820704082583, 0.11297530854930926]",0.034071922302246094
greedy randomized adaptive search,0.7769939439064892,0.7769939439064892,"[-0.7088403548170668, 0.5134497319826359, 0.10444456910851585]",0.03420901298522949
greedy randomized adaptive search,0.19316231885286966,0.19316231885286966,"[0.248700498092969, 0.2913960151486421, -0.2154036755876536]",0.03462815284729004
greedy randomized adaptive search,0.021728993363884577,0.021728993363884577,"[-0.1418786905086975, -0.00906559967447329, 0.038951834949896735]",0.03379034996032715
greedy randomized adaptive search,0.5790353866693195,0.5790353866693195,"[-0.1851356252369314, 0.5738607963225562, -0.46415942668601673]",0.03508114814758301
greedy randomized adaptive search,0.11854766381938873,0.11854766381938873,"[-0.2939151520011034, -0.09931422126782508, 0.14932592774706777]",0.03480958938598633
greedy randomized adaptive search,0.1031020987982881,0.1031020987982881,"[0.2036398557528596, 0.17625199430074545, 0.17483747439337094]",0.040903568267822266
greedy randomized adaptive search,0.16692512176969415,0.16692512176969415,"[-0.2750909494490834, 0.1527589010647361, 0.26060469958615506]",0.03575301170349121
greedy randomized adaptive search,0.8616769036429189,0.8616769036429189,"[-0.5658933802979309, -0.017773164359443427, -0.7356124661848469]",0.04026675224304199
